,Line Item Quantity,Freight Cost (USD),Vendor,meds
7980,5000,5186.68,59,Norethindrone
7981,769,4519.96,59,simethicone
7982,5000,11103.234819296562,59,clobetasol
7983,100000,11103.234819296562,59,echinachea
7984,20518,11103.234819296562,59,Atorvastatin (20mg)
7985,40148,9736.1,59,triamterene HCTZ
7986,905,11103.234819296562,59,Benedryl
7987,4200,11991.12,59,calcium/VitD
7988,90,521.52,59,VITAMIN B COMPLEX
7989,25000,42573.95,59,BCP
7990,210,9736.1,59,escitalipram
7991,9924,9736.1,59,Escitalopram
7992,564,11103.234819296562,59,ELIZQUIS
7993,1590,9736.1,59,armodafanil
7994,46001,9736.1,59,ADDERALL
7995,27440,4964.27,59,calciu
7996,298,3833.17,59,turmeric Curcumin
7997,46000,11103.234819296562,59,simvastatin amlodipine  famotidine
7998,7800,6637.05,59,BUSPAR
7999,5900,3833.17,59,Ozempic and Linsipril.
8000,4782,8676.9,59,Carvedilol 25 mg BID
8001,3168,18473.1,59,L-Thyroxine
8002,2797,5841.92,59,Parkinsonian
8003,20000,6154.8,59,diphenhydramine-acetaminophen
8004,5869,8929.51,59,omeprazole 20mg daily
8005,950,1017.15,59,dotti-estrogen
8006,100000,11103.234819296562,59,Naloxone Nasal Sp
8007,3000,1894.2,59,Acetaminophen (Tab) TYLENOL 500 MG Take 1
8008,46678,11103.234819296562,59,unsure
8009,28500,11103.234819296562,59,carvedilol 6.25
8010,804,11103.234819296562,59,celebrex
8011,200,11103.234819296562,59,trazodone bedtime
8012,500,11103.234819296562,59,LISINOPRIL TAB  10MG
8013,23358,9309.52,59,fenofibrate
8014,23856,11103.234819296562,59,Ibuprophen
8015,4674,11103.234819296562,59,Divalproex 80D DR 25mg
8016,38500,13457.25,59,morphine ER
8017,5900,11103.234819296562,59,Iron 65mg-325 mg ferrous sulf
8018,5880,11103.234819296562,59,biocell and antioxidant
8019,560,11103.234819296562,59,hydrochlorothiazide
8020,29315,13215.67,59,Airbourne
8021,28868,6147.18,59,Pravastatin 40 mg daily
8022,2280,2136.1,59,fluconazole 400mg daily
8023,30000,6147.18,59,Levetiraceta
8024,54125,6147.18,59,acidophylis
8025,5000,1229.52,59,and vit c/e/zn/coppr/lutein/zeaxan.
8026,2436,11103.234819296562,59,Vyvanse
8027,9000,11103.234819296562,59,fluconazole 400mg daily
8028,13104,6147.18,59,Lisinopril. insulin
8029,34801,6147.18,59,VITAMIN D2
8030,15331,18390.42,59,synthroid 50 mcg multiple vitamin biotin 10
8031,632,8815.65,59,Fomotidine
8032,7925,8953.2,59,rosuvastatin
8033,12100,11103.234819296562,59,flonase 2sprays each nostril daily
8034,27900,11103.234819296562,59,Celcept Vit D
8035,1002,11103.234819296562,59,migrelief (b12+magniesium)
8036,230,11103.234819296562,59,APRI
8037,112100,11103.234819296562,59,48 mg
8038,140,2027.42,59,EC  20MG
8039,27304,56372.66,59,antivert
8040,31084,11103.234819296562,59,CO Q-10
8041,2000,11103.234819296562,59,Synthroid 0.050mg
8042,72023,11103.234819296562,59,acid reducer
8043,1660,866.71,59,TALTZ
8044,36562,11103.234819296562,59,Ketorolac 0.5% eye drop QD right eye
8045,36139,68243.0,59,multi vit
8046,19767,11103.234819296562,59,Melatonin Restoril Benadryl Vitamin D3 10
8047,50000,27457.0,59,Imitrex PRN
8048,69202,54009.25,59,famciclovir
8049,23448,4815.8,59,10 mg= 2 tab
8050,6700,43548.0,59,Lorazepam 1mg
8051,3660,11103.234819296562,59,Spiro/hctz
8052,6020,3935.92,59,sertraline.
8053,200000,34543.36,59,Hhydrochlorothiazide
8054,129998,16482.05,59,Turmuric
8055,57456,18611.92,59,CoQ10  200 mg daily.  Calcium 600  bid
8056,3355,11103.234819296562,59,asprin 81 mg
8057,1827,11103.234819296562,59,B Vitamin
8058,40752,11103.234819296562,59,Estradiol
8059,648,17941.47,59,GARLIC
8060,3493,9639.1,59,ETONOGESTROL 68 MG IMPLANT EVERY 3 YEARS
8061,1309,11103.234819296562,59,Motrin 800mg
8062,20376,11103.234819296562,59,Oxycodone 10 mg PRN
8063,4050,3495.81,59,Doxazosin
8064,11280,3380.35,59,tylenol with codeine
8065,2000,12601.07,59,CBD capsule
8066,60756,12601.07,59,Folic acid
8067,87744,12601.07,59,Hydrochlorothiazide 25mg
8068,2111,1697.33,59,adalimumab
8069,105,3403.99,59,clotriamazole cream
8070,45,11103.234819296562,59,Daily Vitamin
8071,54869,3402.23,59,collace
8072,120000,12049.4,59,allergy medication
8073,7946,3402.23,59,glucosamine-chondroitin
8074,630,947.52,59,LOESTRIN
8075,10394,15919.88,59,collagen
8076,10000,2976.29,59,Eliquis 5MG
8077,4669,11103.234819296562,59,birth control mono-linyah
8078,42371,13398.0,59,400mg Magnesium
8079,3173,13398.06,59,Lisionopril
8080,15508,13398.06,59,Estradiol patch Pepcid
8081,1800,4370.8,59,LEVEMIR
8082,514,1052.04,59,LIsinopril/Hctz
8083,112000,7962.26,59,women?s multi
8084,14770,10829.6,59,advair inhaler
8085,8800,11103.234819296562,59,Daily multi-vitamin
8086,38040,226.25,59,? Ergocalciferol
8087,168,11103.234819296562,59,Colace
8088,135900,11103.234819296562,59,pregabalin
8089,36997,11103.234819296562,59,. Mometasone
8090,180,1128.54,59,VITEM D
8091,1571,3545.1,59,pravastin
8092,30000,11103.234819296562,59,Power C chewable
8093,89037,11103.234819296562,59,eloquis
8094,19242,11103.234819296562,59,Turmuric
8095,27975,16881.16,59,Xyzal 5 mg daily
8096,9400,5678.14,59,co-q 10
8097,385,11103.234819296562,59,trospium ER pantaprazole
8098,13154,3949.18,59,Klonaxepin
8099,267671,18495.9,59,pioglitazone
8100,135158,21454.88,59,Soothe XP (light mineral oil-mineral oil) eye ointment
8101,23861,12314.4,59,RIZATRIPTAN 10 MG AS NEEDED FOR HEADACHE
8102,3850,2936.8,59,B Vitamin
8103,45000,20144.99,59,AND LUMIGAN
8104,19200,9421.76,59,Humalog
8105,1512,3274.41,59,very fatigued
8106,108,11103.234819296562,59,Vitamin D 2
8107,3520,3296.34,59,aspirin 81 mg
8108,10000,39130.38,59,B2
8109,23940,11103.234819296562,59,clomid
8110,6400,2682.2,59,Glimeperide
8111,80000,11103.234819296562,59,Lisinipril 20 mg
8112,20000,11103.234819296562,59,70mg caplet daily (1x per day). 2. Metformin
8113,13023,3787.65,59,500mg vitamin C
8114,8000,2779.53,59,ATACAND
8115,53279,15322.73,59,and Ventolin.
8116,200000,6476.69,59,Cartia
8117,26,11103.234819296562,59,000
8118,70,11103.234819296562,59,Elderberry chews
8119,20,11103.234819296562,59,CELEBREX; buspar
8120,75,11103.234819296562,59,87 m aspirin
8121,30,11103.234819296562,59,multi vitamins.
8122,22,11103.234819296562,59,polyethylene glycol
8123,450,11103.234819296562,59,q6hr
8124,50,11103.234819296562,59,Citalopram 10mg
8125,274,11103.234819296562,59,Lopinol
8126,163,11103.234819296562,59,apri
8127,100000,11103.234819296562,59,vitamin c supplement
8128,9073,4777.08,59,vitamin b
8129,23,522.42,59,vit c & d
8130,56386,11103.234819296562,59,none other
8131,2808,11103.234819296562,59,ziac
8132,17440,1698.83,59,Aspirin 81mg- 1 tablet PO daily
8133,15003,11103.234819296562,59,ovuvite
8134,534,2030.0,59,Xeljanz
8135,22426,25231.96,59,kcl 20mEq po qam
8136,19026,3279.29,59,potassium 40 mg
8137,163735,3825.8,59,RN Director Clinical Support on 01/03 the following outcomes:
8138,200,11103.234819296562,59,centrum multivitamin
8139,200,11103.234819296562,59,Cranberry
8140,14125,11103.234819296562,59,Pantoprazole 40mg
8141,1800,11103.234819296562,59,estrodial
8142,5150,11103.234819296562,59,ezetimibe-simvastatin 10-20 mg/tab 1 tab nightly
8143,75000,22878.26,59,KETOCONAZOLE 2% CREAM
8144,7273,4029.71,59,sertraline 200 mg QD
8145,7150,11103.234819296562,59,Bayer 81mg
8146,1489,5044.26,59,Felodipine
8147,11574,11103.234819296562,59,yes
8148,993,1675.0,59,Buspar Vitamin C
8149,26300,7865.4,59,high blood medicine includes other
8150,24307,11103.234819296562,59,mult- bit
8151,26807,14700.0,59,clobetasol 0.05% cream 1 application to affected area BID PRN leg
8152,4166,11103.234819296562,59,80mg Aspirin
8153,8334,11103.234819296562,59,Oxycodone 5-20 mg every 3 hours PRN pain
8154,2000,11103.234819296562,59,Eye
8155,48874,27441.21,59,Vitamins for runners
8156,3345,11103.234819296562,59,Apri
8157,13127,6079.27,59,zolpidem
8158,32562,11103.234819296562,59,Echinacea 450 mg twice daily
8159,100000,11103.234819296562,59,amytriptilline 10 mg once
8160,69037,5530.11,59,1 tab daily melatonin 300 mcg HS
8161,80,3549.9,59,Metformin 1000mg
8162,1500,2757.4,59,Biotin 5000 mcg Vitamin C 500 mg Vit D 400 IU Miralax as needed
8163,3262,1095.22,59,Magnesium Malate
8164,37844,11103.234819296562,59,Nabumetone 750mg
8165,69037,15299.58,59,potassium chloride crys
8166,78082,15299.59,59,famotidine 20 mg 1 PO PRN heartburn
8167,200000,16040.39,59,tramadol 50mg
8168,17124,16532.5,59,B12 1
8169,4451,7423.38,59,ferrous sulfate 325 mg every other day
8170,155202,7317.48,59,Glipizide 10 mg QD
8171,24799,11103.234819296562,59,pramipexole
8172,65599,7317.47,59,Cyclosporine
8173,18350,7504.0,59,metroprolol
8174,5000,11103.234819296562,59,Xalaton
8175,5619,2175.07,59,isorbide monintrate ER 60mg daily
8176,4292,11103.234819296562,59,centrum silver vitamin
8177,263,11103.234819296562,59,A
8178,8132,3990.0,59,vitamin D3 50mcg
8179,74469,8443.89,59,12.5 mg
8180,13499,11103.234819296562,59,FUROSEMIDE
8181,10500,6800.6,59,Caridopa-Levadopa
8182,5000,11103.234819296562,59,Compazine
8183,2445,2159.1,59,flecainide and  omeprazole
8184,88403,15459.1,59,Proleah shot
8185,2573,1900.0,59,Sertriline
8186,43676,25636.2,59,amitriptyline and magnesium/zinc/calcium
8187,19425,8043.57,59,Farxiga
8188,3726,11103.234819296562,59,LOESTRIN
8189,43632,11103.234819296562,59,lio-thronine .5 Bid
8190,2484,4754.19,59,Nasocort
8191,44665,11103.234819296562,59,Nature's Truth Melatonin 10 mg gummies
8192,33978,9751.8,59,Botox for hyperhidrosis (see below)
8193,74064,11103.234819296562,59,Metoprolol ER
8194,17500,27350.2,59,VIt D
8195,69691,11103.234819296562,59,Vit D daily
8196,10000,11103.234819296562,59,Potassium Chloride
8197,4535,4002.01,59,N/A (this was an administration error
8198,112007,20994.85,59,Orilissa
8199,112873,111318.14,59,amitriptyline
8200,123,11103.234819296562,59,Simbicort
8201,221799,47389.63,59,epinephrine
8202,164433,11103.234819296562,59,TIMOLOL
8203,30114,6923.53,59,irbesartan
8204,270,11103.234819296562,59,TYLENOL 500 MG
8205,1296,11103.234819296562,59,Tylenol prn  Eliquis
8206,990,11103.234819296562,59,flomax
8207,54,11103.234819296562,59,lisinopril-hydrochlorothiazide
8208,228,11103.234819296562,59,liraglutide
8209,36240,36857.21,59,Ritual prenatal vitamins
8210,7253,11103.234819296562,59,Perjeta every 3 weeks
8211,32298,11103.234819296562,59,Torbistatin
8212,20160,11103.234819296562,59,Imodium prn
8213,4800,11103.234819296562,59,mangesium oxide
8214,42717,25118.88,59,mvi with mineral
8215,216,11103.234819296562,59,Levothyr
8216,8476,11103.234819296562,59,Imgality injection once monthly Topamax  25 mg am
8217,49467,49580.17,59,Metoprolol ER
8218,25991,12315.5,59,Berberine
8219,225,11103.234819296562,59,Glucosamine-Chondroit-Vit C-Mn Tablet
8220,2390,5623.52,59,Pseudoephedrine
8221,7051,11103.234819296562,59,tri-lo-marzia
8222,225035,33770.41,59,TRI-SPRINTEC;
8223,38722,11103.234819296562,59,Bumetanide 2 MG daily
8224,11606,11103.234819296562,59,ASA 325 mg daily
8225,1800,832.5,59,Combivent
8226,240,11103.234819296562,59,CVS
8227,69811,50626.6,59,Ubiquinol CQ-10
8228,1466,2089.0,59,creator
8229,20537,11103.234819296562,59,Myrbertriq
8230,1080,11103.234819296562,59,venlafaxine
8231,7677,14547.55,59,over the counter Tylenol.
8232,2014,11103.234819296562,59,Pantoprazol
8233,34200,5496.08,59,Loestrin
8234,2600,1815.67,59,Reclipsen daily
8235,13603,11103.234819296562,59,Prystiq
8236,25400,11103.234819296562,59,levothyroxine 112mcg
8237,40534,9708.48,59,Flecanide Acetate
8238,14344,11103.234819296562,59,blood circulation
8239,12917,3592.8,59,tordoza singular
8240,41222,11103.234819296562,59,Xarleto
8241,763,20666.07,59,prolia
8242,66956,13649.6,59,Klor-Con 20meq
8243,8531,11103.234819296562,59,calcium carbonate
8244,109238,20761.0,59,Hydrochlorothizide
8245,45000,20761.0,59,1 daily Metoprolol Succ ER 50mg
8246,7014,20761.0,59,troprol xl
8247,176213,31401.08,59,mybertiq
8248,4800,11133.66,59,telmisartan
8249,35930,2486.5,59,Potassim Chloride
8250,44017,11103.234819296562,59,magnesium malate
8251,1945,11103.234819296562,59,Omega 3 fatty acid and Vitamin D3
8252,2656,1478.35,59,Mecobalamin
8253,800,11103.234819296562,59,temazepam
8254,45233,20074.74,59,Nexium
8255,59680,4529.65,59,fenesteride
8256,7600,2751.09,59,81 mg aspirin 3x per week
8257,2997,4356.75,59,cycloset
8258,16099,4356.75,59,Colace 100 mg daily
8259,10000,1026.49,59,tums
8260,6339,24505.0,59,Nothing
8261,70643,11103.234819296562,59,ovuvite
8262,13370,10540.22,59,Metoprolol Tartrate
8263,13040,13508.98,59,Premarin cream
8264,131520,12000.0,59,anti-histamine
8265,5495,4390.98,59,Metformin 500 mg 2x a day
8266,13164,8604.7,59,Nitro 0.4 prn
8267,288,11103.234819296562,59,non
8268,21410,11103.234819296562,59,Naproxen sodium
8269,15080,15181.0,59,emergen-c immune plus
8270,56540,11103.234819296562,59,Glimeperide Januvia Vitamin C Equate Allergy Relief Biotin Gabapentin Montulekast Calcim
8271,9984,11103.234819296562,59,Sprintc
8272,6269,11103.234819296562,59,Adderall 30 xr daily
8273,14300,11103.234819296562,59,i got second covid shot on 2/6
8274,46009,30981.39,59,Pre-natal Vitamin
8275,89520,13380.52,59,bupronsar 100mg
8276,59498,11103.234819296562,59,xalatan drops
8277,9300,11103.234819296562,59,MOM
8278,3402,4523.0,59,NONE.
8279,5233,6638.3,59,diphenoxylate/atropine
8280,96,11103.234819296562,59,albuterol 2mg/5 mL syrup PRN
8281,67334,26340.0,59,and febuxostat
8282,39360,10900.0,59,Levemir
8283,5800,2431.36,59,/vitamin D
8284,1865,5819.7,59,THYROXINE
8285,7130,2431.39,59,lotensin
8286,88,771.9,59,KIDNEYS
8287,11605,49199.75,59,Gapentin
8288,2586,2737.75,59,unk
8289,378,6333.0,59,Ferrex-150 25/1/150 tid with meals      Folic acid 1 mg bid     Metoprolol tartrate 25 mg bid     MiraLAX 8.5 gm daily     Synthroid 100 mcg a day     Tamsulosin 0
8290,1303,11103.234819296562,59,cymbalta 30mg daily
8291,9500,3051.95,59,Thyroid medication
8292,1864,790.29,59,ELIQUIS 5 MG TABLET afib blood clots  EZETIMIBE 10 MG TABLET high cholesterol  FLUOXETINE HCL 40 MG CAPSULE depression Changed to( Sertraline
8293,11022,11103.234819296562,59,Tyridostigmine
8294,164250,14509.09,59,furosemide 40mg
8295,2085,30936.1,59,Iron polymaltose.
8296,89490,30936.1,59,?
8297,1330,11103.234819296562,59,Sertraline
8298,440,11103.234819296562,59,SPIRONOLACTONE
8299,180194,11103.234819296562,59,Instaflex
8300,70300,23776.42,59,nitrofurantoin
8301,2867,18607.76,59,oral
8302,595,7300.0,59,quinapril
8303,49998,11103.234819296562,59,Benadryl 25 mg PRN (taken at 4:50 am for itching caused by Norco)
8304,54997,11103.234819296562,59,Oxubutynin
8305,4629,11103.234819296562,59,nifedical xl
8306,507,11103.234819296562,59,colace
8307,287,11103.234819296562,59,Aspirin 325mg
8308,190,11103.234819296562,59,finasteride
8309,16834,38560.67,59,Bile salts OTC
8310,4400,39329.03,59,diphenhydramine
8311,10819,29674.91,59,vitD
8312,176,11103.234819296562,59,Daily - Vitamin C
8313,100000,11103.234819296562,59,nightly as needed Diclofenac Sod DR 75mg
8314,127671,11103.234819296562,59,lexapro
8315,36,892.96,59,Norvasc 5 mg daily Hztz 25 mg  orally daily Vtamin D  50
8316,15862,5445.73,59,Entyvio 300 mg IV every 8 weeks
8317,30205,11103.234819296562,59,Zinc daily
8318,27900,19564.23,59,diltiazem ER
8319,1000,3298.78,59,WITH DECREASED MOBILITY AND STRENGTH DUE TO SEVERE SORENESS AND PAIN. PAIN PROGRESSIVELY LESSENED BUT THE SORENESS STILL VERY APPARENT. ON 1/5
8320,489,11103.234819296562,59,betamethasone dipropionate augmented
8321,74623,7048.57,59,Ibrance
8322,53705,34837.8,59,pycnogenol  100mg 3x
8323,6738,32022.51,59,trazadone. dexilant
8324,34733,5989.25,59,lofarin-FE
8325,43479,12435.18,59,Synthroyd
8326,200,11103.234819296562,59,NORVASC 5MG DAILY OTC MULTIVITAMIN
8327,112,11103.234819296562,59,bumetanide
8328,24768,11701.65,59,lispro
8329,43293,11103.234819296562,59,Creon (pancrelipase)
8330,17801,1966.09,59,Amlodipine-Benazepril 10-29 mg QD.
8331,697,270.74,59,Pristiq 50mg
8332,35000,11103.234819296562,59,ARTHRTS PAIN TAB 650MG  Give 2 tablet orally at bedtime for PAIN TD=1300 mg
8333,27137,28812.58,59,potassium 40 mg
8334,71,22.29,59,VALPROIC ACID 250 MG/5 ML SYRUP (Valproic Acid) 5mL (250mg) Oral TWICE DAILY
8335,7303,2286.63,59,keflex( acne)
8336,1056,994.25,59,Aspirin 81mg- 1 tablet PO daily
8337,800,2282.79,59,Berberine
8338,2238,11103.234819296562,59,alphgan drops
8339,18027,1765.18,59,VIt B
8340,23999,7500.0,59,Effexor 150mg BID
8341,140000,11103.234819296562,59,prental MVI daily; bumetanid
8342,2725,11103.234819296562,59,Vitamin D
8343,3426,2676.0,59,once per day Lisinopril IC
8344,1603,11103.234819296562,59,Zyrtec daily
8345,5232,11103.234819296562,59,fish oil capsules
8346,5432,635.95,59,Diazepam
8347,14055,1335.02,59,81 mg aspirin
8348,6,26731.0,59,oxycodone 10 mg
8349,105344,61850.0,59,As;rin
8350,1240,4937.65,59,Zyrtec daily
8351,80,11103.234819296562,59,dyazide
8352,8953,6220.48,59,OMEPRIZOL
8353,79914,9410.57,59,corgard
8354,25000,11103.234819296562,59,apixaban 5mg x1 every 12 hrs
8355,20673,11103.234819296562,59,Bupropion 300mg daily
8356,178258,23340.84,59,ProAir
8357,800,11103.234819296562,59,Diltiazem ER
8358,76832,14251.0,59,Aquaphor lip repair
8359,7526,1263.0,59,Elavil 100mg QHS
8360,3240,4373.84,59,cyclobenzaprine 10mg
8361,1766,1330.99,59,Fluticasone/salmeterol
8362,21739,11103.234819296562,59,valsartan
8363,52500,6852.08,59,Birth control
8364,10275,11103.234819296562,59,copper
8365,3238,11103.234819296562,59,Plaquinil
8366,2368,11103.234819296562,59,75 mg Clopidogrel
8367,10401,28001.97,59,Lisinopril 20 mg
8368,2196,2232.42,59,Claritin
8369,32884,9264.13,59,Vit C 1000mg
8370,2000,5413.7,59,hydrochlorothiazine
8371,438409,11103.234819296562,59,Losartan daily
8372,335999,116593.0,59,Effexor xr 75 mg
8373,1,11103.234819296562,59,1000mg Fish Oil
8374,74896,41735.0,59,vitamins c
8375,4000,274.51,59,Jantoven
8376,65000,11103.234819296562,59,Sumatriptan 50mg
8377,400000,77960.08,59,tordoza singular
8378,71377,15715.08,59,estrogen
8379,5,6443.5,59,Imodium
8380,10000,3989.81,59,TRAZODONE
8381,54000,46157.86,59,vitamin d 5000 IU daily
8382,94661,11103.234819296562,59,Quetiatine
8383,6180,11103.234819296562,59,Propylene Glycol Eye Drops
8384,7380,7006.47,59,Metformin HCL 500 MG twice a day
8385,84991,65310.33,59,Sertraline Buspar
8386,8193,11103.234819296562,59,Lasix 20mg daily
8387,5000,708.23,59,lyrica
8388,1963,11103.234819296562,59,Vit D3
8389,43000,80039.1,59,Ferrous sulfate
8390,290000,69097.98,59,?  Acetaminophen 500 MG Capsule
8391,5763,3610.0,59,Omeprazole 20 mg
8392,19100,8228.24,59,1
8393,112000,16941.0,59,probiotic cap
8394,1220,11103.234819296562,59,Vitamin B2
8395,14000,4065.0,59,Vit D 3
8396,14329,11103.234819296562,59,Medications: Atorvastatin (40mg) Supplements/Vitamins: Centrum Silver Daily (Men 50+)
8397,46695,11103.234819296562,59,Trulicity
8398,34858,11103.234819296562,59,norvasc
8399,18928,11103.234819296562,59,l-lysine
8400,51335,11103.234819296562,59,vit magnesium
8401,80901,11103.234819296562,59,Zofran and Zoloft
8402,98,11103.234819296562,59,Carbidopa Levodopa
8403,316,11103.234819296562,59,Tylenol 650mg q6h prn
8404,45,11103.234819296562,59,Effexor 150mg
8405,15,11103.234819296562,59,bioastin
8406,200,11103.234819296562,59,Reports taking some vitamin supplements and Zyrtec
8407,7400,2336.26,59,NIFEDIPINE
8408,300,11103.234819296562,59,montelukast
8409,4737,6061.01,59,HEART DISEASE
8410,455,11103.234819296562,59,Fish OIl
8411,19937,5028.04,59,VITAMIN B COMPLEX
8412,77386,11103.234819296562,59,Keflex
8413,10453,3228.26,59,Zonisamide
8414,108,11103.234819296562,59,Isosorbide Dinitrate
8415,1833,1211.48,59,Mirtazepine
8416,284,1211.49,59,multi-vits
8417,1300,2697.65,59,Mel
8418,8660,1211.49,59,Lorazepam 0.25-0.5 mg at bedtime PRN sleep
8419,76000,15328.58,59,levothyroxine 50 mcg QD
8420,11242,11637.64,59,caffeine
8421,252,11103.234819296562,59,diltiazem ER
8422,230,11103.234819296562,59,Zyprexa
8423,63732,11637.64,59,TREMFYA
8424,50040,11637.64,59,slow Mag (magnesium)
8425,315,750.9,59,vit-d
8426,36760,9942.26,59,Pravastatin 20 mg
8427,80000,13844.72,59,Calcitriol 0.25 mcg
8428,120,11103.234819296562,59,apple cider vinegar
8429,2475,4293.82,59,tamsulosin
8430,1063,11103.234819296562,59,meloxicam 7.5 mg
8431,29,9348.0,59,multi-vitamins
8432,3120,1949.42,59,Ibratropium Bromide
8433,2152,11103.234819296562,59,VIT D
8434,1069,6036.96,59,Oyst-Cal-D
8435,1596,11103.234819296562,59,Milk thistle
8436,6584,11103.234819296562,59,Elavil 100mg QHS
8437,1431,11103.234819296562,59,estrace 1mg
8438,288,11103.234819296562,59,Nexplanon implant
8439,7056,11103.234819296562,59,Botox for hyperhidrosis (see below)
8440,2345,11103.234819296562,59,Estradiol 1mg
8441,1628,13122.39,59,Generic Claritin
8442,578,11103.234819296562,59,vit B complex
8443,1500,11103.234819296562,59,carbidopa/levodopa
8444,20,11103.234819296562,59,vit D supplement
8445,20000,9736.1,59,cranberry tablet
8446,270,11103.234819296562,59,Cingular
8447,4200,2021.53,59,lactulose
8448,20000,16682.66,59,trazodone.
8449,4500,1854.0,59,aspirin 81
8450,3000,3302.05,59,KETOCONAZOLE 2% CREAM
8451,50,11103.234819296562,59,Valacyclovir HCL
8452,5000,11103.234819296562,59,biotin 5000 MCG
8453,4800,11103.234819296562,59,Metformin Hcl 1000mg 2/day
8454,2600,8022.59,59,Lisinoprile
8455,309,9736.1,59,multivit-mimeral-iron-lutein tablet  daily
8456,7118,9736.1,59,Xanax prn
8457,10076,9736.1,59,vitamin D3
8458,40000,9736.1,59,hydrochlorothyzide
8459,200,1000.05,59,Dicyclomine
8460,1621,11103.234819296562,59,metropolol
8461,15299,9736.1,59,viatimin C
8462,488,9736.1,59,Systane drops
8463,3600,3299.67,59,Vitamin D 1000iu.
8464,45108,19150.15,59,Rfl:  ?  aspiri
8465,5664,11103.234819296562,59,20 mg furosemide (lasix)
8466,4550,11103.234819296562,59,Vitamin B 12 1000 mg qday
8467,112100,11103.234819296562,59,MVI for over 50
8468,47390,3833.17,59,Cymbalta Capsule Delayed Release Particles 60 MG
8469,34080,23890.83,59,Faslodex monthly and Ibra
8470,14875,11103.234819296562,59,VIT D3 -1000 MG
8471,20000,20654.81,59,promethazine
8472,168,11103.234819296562,59,B!@
8473,700,11103.234819296562,59,Prescription: Amethia Lo
8474,17550,4600.45,59,CITALOPRAM 10MG
8475,1596,11103.234819296562,59,Pantoprazole 40 mg daily; Coreg 12.5 mg  bid; venlafaxine ER 75 mg daily
8476,10980,5121.68,59,furosemide 40 mg
8477,1000,11103.234819296562,59,isosorbide mononitrate 30 mg BID
8478,200,11103.234819296562,59,Lisinopril 10 mg
8479,188,11103.234819296562,59,Spiria
8480,87,11103.234819296562,59,EC  20MG
8481,53086,11103.234819296562,59,Z
8482,58500,11103.234819296562,59,NOVOLOG
8483,31836,25670.1,59,Probiotic 10-20
8484,30630,11103.234819296562,59,prostate
8485,3840,11103.234819296562,59,Oxycodone
8486,6000,6147.18,59,B-complex vitamin
8487,12060,11103.234819296562,59,87 m aspirin
8488,2400,11103.234819296562,59,Altoprev
8489,6594,11103.234819296562,59,lovenox
8490,63148,11103.234819296562,59,Nasal inhaler Olopatadine
8491,71991,16285.97,59,and started to feel  a headache and body aches around 1:00 am
8492,26991,11103.234819296562,59,insulin
8493,6016,11103.234819296562,59,Apple Cider Gummies
8494,540,11103.234819296562,59,vitamin B complex escitalopram 20 mg
8495,5624,11103.234819296562,59,EC  20MG
8496,316,11103.234819296562,59,lopressor
8497,31932,11103.234819296562,59,B12  B complex
8498,2864,1979.75,59,1 daily Methylphenidate ER 54mg
8499,1785,7816.45,59,ramipril 5mg 1 qd
8500,2449,11103.234819296562,59,Oxycodone 10 mg PRN
8501,2551,11103.234819296562,59,Basaglar
8502,10000,20264.93,59,Torbistatin
8503,30000,11103.234819296562,59,On February 21
8504,30000,11103.234819296562,59,Blisovi (birth control)
8505,3653,11103.234819296562,59,birth control (Junel Fe
8506,2661,5166.39,59,Hydroxycloroquine
8507,23787,2559.88,59,Losartan. One-A-Day multivitamin. Claritin.
8508,53200,11103.234819296562,59,rosuvastatin 40 mg at bedtime
8509,1778,11103.234819296562,59,lexapro 10mg daily
8510,600,11103.234819296562,59,Lodipine Symbacort inhaler
8511,6551,11103.234819296562,59,and claritromicine
8512,600,11103.234819296562,59,humira
8513,12080,2355.79,59,paroxetene mesylate 7.5
8514,7987,11103.234819296562,59,cialis
8515,680,11103.234819296562,59,1/2 scoplamaine patch every 3 days.
8516,22242,7487.51,59,Pulmicort
8517,9920,11103.234819296562,59,500MG
8518,5980,11103.234819296562,59,memantine
8519,600,11103.234819296562,59,Strattera
8520,140000,8045.77,59,PROMETHAZINE
8521,8988,11103.234819296562,59,Modafinil
8522,2240,18611.93,59,vitamin B6
8523,66645,11103.234819296562,59,Metoprolol Succinate ER 100mg twice a day
8524,9073,7765.17,59,pantopazol
8525,1883,11103.234819296562,59,Mirtazapine
8526,8000,3600.65,59,trazodone bedtime
8527,46113,16629.49,59,Unithroid 112 PO QD
8528,1320,2080.2,59,womens daily centrum
8529,99957,11103.234819296562,59,Probiotic 10-20
8530,3008,11103.234819296562,59,elderberry
8531,15621,11103.234819296562,59,METOPROLOL 50  MG
8532,4875,4471.07,59,estrace; estradiol
8533,7420,11103.234819296562,59,Prilosec 10 mg/daily
8534,4738,11103.234819296562,59,Metoprolol 100mg daily
8535,20,3380.36,59,tumeric
8536,2383,4516.67,59,Prochlorpirazine
8537,88719,15697.15,59,Tessalon Perles
8538,22074,11103.234819296562,59,ferrous sulfate
8539,20,1355.31,59,fenofibrate 67mg
8540,6600,4647.66,59,Glucose 40%
8541,2559,3397.95,59,Calcium
8542,4250,11103.234819296562,59,ascorbic acid (Tablet) ascorbic acid (vitamin C) 500 MG Take 500 mg by mouth one (1) time a day  cholecalciferol (vitamin D3) (Capsule) cholecalciferol 5
8543,600,3106.89,59,risperi
