,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count
8412,84507,123-NG-T30,FPQ-4395,SO-32971,DN-1519,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,7/27/09,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,Keflex,Efavirenz,Generic,600mg,Tablet,30,77386,447291.08,5.78,0.19,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1519 (ID#:82276),876.69,427
8413,84508,114-UG-T30,FPQ-4275,SO-33980,DN-1517,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/17/09,N/A - From RDC,27-Nov-09,2-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,Zonisamide,Nevirapine,Generic,200mg,Tablet,60,10453,30313.7,2.9,0.05,"Aurobindo Unit III, India",Yes,1001,3228.26,59.41,817
8414,84509,106-HT-T30,FPQ-4469,SO-34240,DN-1530,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,30-Nov-09,30-Nov-09,30-Nov-09,ARV,Adult,SCMS from RDC,Isosorbide Dinitrate,Stavudine,Generic,15mg,Capsule,60,108,162.0,1.5,0.02,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1530 (ID#:83964),0.35,968
8415,84510,104-CI-T30,FPQ-4187,SO-33491,DN-1535,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,9/9/09,N/A - From RDC,4-Dec-09,2-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,Mirtazepine,Lamivudine,Generic,150mg,Tablet,60,1833,4472.52,2.44,0.04,"Aurobindo Unit III, India",Yes,88,1211.48,8.77,439
8416,84511,104-CI-T30,FPQ-4378,SO-34411,DN-1545,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,4-Dec-09,2-Dec-09,2-Dec-09,ARV,Pediatric,SCMS from RDC,multi-vits,Zidovudine,Generic,100mg,Capsule,100,284,1420.0,5.0,0.05,"Aurobindo Unit III, India",Yes,22,1211.49,2.78,679
8417,84512,114-UG-T30,FPQ-4454,SO-34280,DN-1540,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/25/09,N/A - From RDC,7-Dec-09,2-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,Mel,Nevirapine,Generic,200mg,Tablet,60,1300,3770.0,2.9,0.05,"Aurobindo Unit III, India",Yes,125,2697.65,7.39,249
8418,84513,104-CI-T30,FPQ-3964,SO-34750,DN-1547,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/24/09,N/A - From RDC,10-Dec-09,2-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,Lorazepam 0.25-0.5 mg at bedtime PRN sleep,Efavirenz,Generic,600mg,Tablet,30,8660,50054.8,5.78,0.19,"Aurobindo Unit III, India",Yes,742,1211.49,98.11,283
8419,84514,113-ZW-T30,FPQ-4472,SO-27200,DN-1554,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,3/17/09,N/A - From RDC,18-Dec-09,7-Dec-09,7-Dec-09,ARV,Adult,SCMS from RDC,levothyroxine 50 mcg QD,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,76000,506160.0,6.66,0.11,"Cipla, Goa, India",Yes,8280,15328.58,992.07,279
8420,84515,151-NG-T30,FPQ-4105,SO-33142,DN-1563,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/09,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,caffeine,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11242,127596.7,11.35,0.19,"Aurobindo Unit III, India",Yes,1261,11637.64,250.09,903
8421,84516,106-HT-T30,FPQ-4384,SO-34670,DN-1559,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,9-Dec-09,1-Dec-09,1-Dec-09,ARV,Adult,SCMS from RDC,diltiazem ER,Stavudine,Generic,20mg,Capsule,60,252,420.84,1.67,0.03,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1559 (ID#:82849),0.91,176
8422,84517,106-HT-T30,FPQ-4384,SO-34670,DN-1559,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,9-Dec-09,1-Dec-09,1-Dec-09,ARV,Adult,SCMS from RDC,Zyprexa,Stavudine,Generic,20mg,Capsule,60,230,384.1,1.67,0.03,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1559 (ID#:82849),0.83,393
8423,84518,151-NG-T30,FPQ-4105,SO-33143,DN-1564,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/09,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,TREMFYA,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,63732,748851.0,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,5144,11637.64,1467.75,14
8424,84519,151-NG-T30,FPQ-4105,SO-33144,DN-1569,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/09,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,slow Mag (magnesium),Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,50040,500400.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,4161,11637.64,980.78,928
8425,84520,106-HT-T30,FPQ-4384,SO-34880,DN-1575,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,9-Dec-09,5-Dec-09,5-Dec-09,ARV,Adult,SCMS from RDC,vit-d,Abacavir,Generic,300mg,Tablet,60,315,6747.3,21.42,0.36,"Aurobindo Unit III, India",Yes,1045,750.9,14.55,320
8426,84521,110-ZM-T30,FPQ-4481,SO-34180,DN-1578,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/14/09,N/A - From RDC,15-Jan-10,8-Dec-09,8-Dec-09,ARV,Adult,SCMS from RDC,Pravastatin 20 mg,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,36760,322017.6,8.76,0.15,"Aurobindo Unit III, India",Yes,3294,9942.26,631.15,119
8427,84522,110-ZM-T30,FPQ-4035,SO-34930,DN-1583,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/5/09,N/A - From RDC,15-Jan-10,14-Dec-09,14-Dec-09,ARV,Adult,SCMS from RDC,Calcitriol 0.25 mcg,Nevirapine,Generic,200mg,Tablet,60,80000,232000.0,2.9,0.05,"Cipla, Goa, India",Yes,8756,13844.72,454.72,824
8428,84523,106-HT-T30,FPQ-4384,SO-34700,DN-1609,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,18-Jan-10,27-Jan-10,27-Jan-10,ARV,Adult,SCMS from RDC,apple cider vinegar,Zidovudine,Generic,300mg,Tablet,60,120,903.6,7.53,0.13,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1609 (ID#:82286),1.95,625
8429,84524,105-GY-T30,FPQ-4915,SO-35700,DN-1637,Guyana,PMO - US,From RDC,N/A - From RDC,Air,1/14/10,N/A - From RDC,26-Feb-10,9-Feb-10,9-Feb-10,ARV,Adult,SCMS from RDC,tamsulosin,Nevirapine,Generic,200mg,Tablet,60,2475,6756.75,2.73,0.05,"Aurobindo Unit III, India",Yes,347,4293.82,14.57,657
8430,84525,105-GY-T30,FPQ-4915,SO-35700,DN-1637,Guyana,PMO - US,From RDC,N/A - From RDC,Air,1/14/10,N/A - From RDC,26-Feb-10,9-Feb-10,9-Feb-10,ARV,Adult,SCMS from RDC,meloxicam 7.5 mg,Zidovudine,Generic,300mg,Tablet,60,1063,8004.39,7.53,0.13,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1637 (ID#:84524),17.26,786
8431,84526,114-UG-T30,FPQ-4275,SO-35610,DN-1638,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/17/09,N/A - From RDC,25-Feb-10,18-Feb-10,18-Feb-10,ARV,Adult,SCMS from RDC,multi-vitamins,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,29,325.38,11.22,0.19,"Aurobindo Unit III, India",Yes,5134,9348,0.64,167
8432,84527,104-CI-T30,FPQ-4393,SO-34490,DN-1653,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,2-Mar-10,2-Mar-10,ARV,Adult,SCMS from RDC,Ibratropium Bromide,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,3120,81900.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,275,1949.42,176.58,791
8433,84528,104-CI-T30,FPQ-4378,SO-34410,DN-1662,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Pediatric,SCMS from RDC,VIT D,Zidovudine,Generic,100mg,Capsule,100,2152,10760.0,5.0,0.05,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1662 (ID#:83981),21.09,81
8434,84529,106-HT-T30,FPQ-4384,SO-35430,DN-1665,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,24-Mar-10,3-Mar-10,3-Mar-10,ARV,Pediatric,SCMS from RDC,Oyst-Cal-D,Nevirapine,Generic,10mg/ml,Oral suspension,240,1069,2052.48,1.92,0.01,"Aurobindo Unit III, India",Yes,396,6036.96,4.43,851
8435,84530,104-CI-T30,FPQ-4378,SO-34410,DN-1662,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Pediatric,SCMS from RDC,Milk thistle,Efavirenz,Generic,50mg,Capsule,30,1596,3575.04,2.24,0.07,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1662 (ID#:83981),7.01,230
8436,84531,104-CI-T30,FPQ-4378,SO-34410,DN-1662,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Adult,SCMS from RDC,Elavil 100mg QHS,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6584,57675.84,8.76,0.15,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-1662 (ID#:83981),113.04,171
8437,84532,104-CI-T30,FPQ-4378,SO-34410,DN-1662,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,9-Mar-10,1-Mar-10,1-Mar-10,ARV,Pediatric,SCMS from RDC,estrace 1mg,Nevirapine,Generic,10mg/ml,Oral suspension,240,1431,2747.52,1.92,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1662 (ID#:83981),5.39,2
8438,84533,106-HT-T30,FPQ-4384,SO-35920,DN-1667,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,10-Mar-10,3-Mar-10,3-Mar-10,ARV,Pediatric,SCMS from RDC,Nexplanon implant,Abacavir,Generic,20mg/ml,Oral solution,240,288,3916.8,13.6,0.06,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1667 (ID#:82861),8.44,317
8439,84534,106-HT-T30,FPQ-4384,SO-35930,DN-1668,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,7-Apr-10,3-Mar-10,3-Mar-10,ARV,Adult,SCMS from RDC,Botox for hyperhidrosis (see below),Stavudine,Generic,30mg,Capsule,60,7056,10301.76,1.46,0.02,"Strides, Bangalore, India.",No,3424.441305712492,See DN-1668 (ID#:83403),22.21,866
8440,84535,104-CI-T30,FPQ-4378,SO-34451,DN-1670,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,16-Mar-10,10-Mar-10,10-Mar-10,ARV,Pediatric,SCMS from RDC,Estradiol 1mg,Lamivudine,Generic,10mg/ml,Oral solution,240,2345,4455.5,1.9,0.01,"Cipla, Goa, India",No,3424.441305712492,See DN-1670 (ID#:82862),8.73,513
8441,84536,106-HT-T30,FPQ-4469,SO-35480,DN-1672,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,16-Mar-10,15-Mar-10,15-Mar-10,ARV,Pediatric,SCMS from RDC,Generic Claritin,Lamivudine,Generic,10mg/ml,Oral solution,240,1628,3093.2,1.9,0.01,"Cipla, Goa, India",Yes,622,13122.39,6.67,191
8442,84537,151-NG-T30,FPQ-4537,SO-35072,DN-1688,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,vit B complex,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,578,6791.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,47,Freight Included in Commodity Cost,14.64,818
8443,84538,151-NG-T30,FPQ-4537,SO-35040,DN-1700,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,carbidopa/levodopa,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1500,9165.0,6.11,0.1,"Strides, Bangalore, India.",Yes,113,Freight Included in Commodity Cost,19.76,196
8444,84539,151-NG-T30,FPQ-4537,SO-35041,DN-1701,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,vit D supplement,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,20,122.2,6.11,0.1,"Strides, Bangalore, India.",Yes,2,Freight Included in Commodity Cost,0.26,497
8445,84540,151-NG-T30,FPQ-4537,SO-35063,DN-1724,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,cranberry tablet,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,224400.0,11.22,0.19,"Aurobindo Unit III, India",Yes,2347,9736.1,483.81,562
8446,84542,151-NG-T30,FPQ-4537,SO-35094,DN-1748,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,19-Apr-10,30-Mar-10,30-Mar-10,ARV,Adult,SCMS from RDC,Cingular,Zidovudine,Generic,300mg,Tablet,60,270,2025.0,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,15,Freight Included in Commodity Cost,4.37,662
8447,84543,114-UG-T30,FPQ-4495,SO-34950,DN-1750,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,30-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,SCMS from RDC,lactulose,Efavirenz,Generic,600mg,Tablet,30,4200,21546.0,5.13,0.17,Mylan (formerly Matrix) Nashik,Yes,238,2021.53,46.45,548
8448,84544,114-UG-T30,FPQ-4495,SO-34970,DN-1755,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,1-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,SCMS from RDC,trazodone.,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,224400.0,11.22,0.19,"Aurobindo Unit III, India",Yes,2356,16682.66,483.81,973
8449,84545,114-UG-T30,FPQ-5014,SO-35890,DN-1757,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,1/29/10,N/A - From RDC,7-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,SCMS from RDC,aspirin 81,Efavirenz,Generic,600mg,Tablet,30,4500,24075.0,5.35,0.18,Mylan (formerly Matrix) Nashik,Yes,350,1854,51.91,625
8450,84546,114-UG-T30,FPQ-4497,SO-34860,DN-1758,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/28/09,N/A - From RDC,28-Apr-10,25-Mar-10,25-Mar-10,ARV,Adult,SCMS from RDC,KETOCONAZOLE 2% CREAM,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3000,33660.0,11.22,0.19,"Aurobindo Unit III, India",Yes,359,3302.05,72.57,542
8451,84547,114-UG-T30,FPQ-5238,SO-36100,DN-1760,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,8-Apr-10,8-Apr-10,ARV,Adult,SCMS from RDC,Valacyclovir HCL,Zidovudine,Generic,300mg,Tablet,60,50,375.0,7.5,0.12,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1760 (ID#:82876),0.81,7
8452,84548,114-UG-T30,FPQ-5238,SO-36080,DN-1765,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,12-Apr-10,12-Apr-10,ARV,Adult,SCMS from RDC,biotin 5000 MCG,Efavirenz,Generic,600mg,Tablet,30,5000,25650.0,5.13,0.17,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-1765 (ID#:82877),55.3,538
8453,84549,109-TZ-T30,FPQ-5237,SO-36210,DN-1767,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,3/1/10,N/A - From RDC,21-Jul-10,31-Mar-10,31-Mar-10,ARV,Adult,SCMS from RDC,Metformin Hcl 1000mg 2/day,Nevirapine,Generic,200mg,Tablet,60,4800,13104.0,2.73,0.05,"Aurobindo Unit III, India",Yes,460,Freight Included in Commodity Cost,28.25,612
8454,84550,110-ZM-T30,FPQ-4273,SO-33720,DN-1775,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/17/09,N/A - From RDC,30-Apr-10,16-Apr-10,16-Apr-10,ARV,Adult,SCMS from RDC,Lisinoprile,Abacavir,Generic,300mg,Tablet,60,2600,54574.0,20.99,0.35,Mylan (formerly Matrix) Nashik,Yes,8819,8022.59,106.97,533
8455,84551,151-NG-T30,FPQ-4537,SO-35112,DN-1787,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,multivit-mimeral-iron-lutein tablet  daily,Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,309,8497.5,27.5,0.31,"Aurobindo Unit III, India",Yes,51,9736.1,18.32,929
8456,84552,151-NG-T30,FPQ-4537,SO-36111,DN-1789,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,Xanax prn,Efavirenz,Generic,600mg,Tablet,30,7118,33810.5,4.75,0.16,"Aurobindo Unit III, India",Yes,628,9736.1,72.9,192
8457,84553,151-NG-T30,FPQ-4537,SO-36112,DN-1790,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,vitamin D3,Zidovudine,Generic,300mg,Tablet,60,10076,75872.28,7.53,0.13,"Aurobindo Unit III, India",Yes,553,9736.1,163.58,470
8458,84554,151-NG-T30,FPQ-4537,SO-36007,DN-1793,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,hydrochlorothyzide,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,40000,448800.0,11.22,0.19,"Aurobindo Unit III, India",Yes,4693,9736.1,967.61,488
8459,84555,114-UG-T30,FPQ-5071,SO-35940,DN-1798,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/9/10,N/A - From RDC,7-May-10,19-May-10,19-May-10,ARV,Adult,SCMS from RDC,Dicyclomine,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,200,1170.0,5.85,0.1,"Cipla, Goa, India",Yes,21,1000.05,2.52,76
8460,84556,114-UG-T30,FPQ-4495,SO-34940,DN-1801,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/28/09,N/A - From RDC,3-May-10,3-May-10,3-May-10,ARV,Adult,SCMS from RDC,metropolol,Efavirenz,Generic,600mg,Tablet,30,1621,7699.75,4.75,0.16,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-1801 (ID#:83423),16.6,599
8461,84557,151-NG-T30,FPQ-4537,SO-36004,DN-1809,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,viatimin C,Nevirapine,Generic,200mg,Tablet,60,15299,40695.34,2.66,0.04,"Aurobindo Unit III, India",Yes,1792,9736.1,87.74,400
8462,84558,151-NG-T30,FPQ-4537,SO-35059,DN-1719,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,Systane drops,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,488,4274.88,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,39,9736.1,9.22,52
8463,84559,114-UG-T30,FPQ-5275,SO-36260,DN-1819,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/4/10,N/A - From RDC,9-Jul-10,3-May-10,3-May-10,ARV,Adult,SCMS from RDC,Vitamin D 1000iu.,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3600,31536.0,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,238,3299.67,67.99,752
8464,84560,104-CI-T30,FPQ-4659,SO-35560,DN-1799,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,10-May-10,7-May-10,7-May-10,ARV,Adult,SCMS from RDC,Rfl:  ?  aspiri,Efavirenz,Generic,600mg,Tablet,30,45108,214263.0,4.75,0.16,"Aurobindo Unit III, India",Yes,9863,19150.15,461.95,297
8465,84561,104-CI-T30,FPQ-4659,SO-35560,DN-1799,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,10-May-10,7-May-10,7-May-10,ARV,Adult,SCMS from RDC,20 mg furosemide (lasix),Lamivudine,Generic,150mg,Tablet,60,5664,13820.16,2.44,0.04,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1799 (ID#:84560),29.8,445
8466,84562,104-CI-T30,FPQ-4659,SO-35600,DN-1825,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,31-May-10,20-May-10,20-May-10,ARV,Pediatric,SCMS from RDC,Vitamin B 12 1000 mg qday,Stavudine,Generic,1mg/ml,Oral solution,200,4550,6370.0,1.4,0.01,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1825 (ID#:82884),13.73,707
8467,84563,113-ZW-T30,FPQ-4694,SO-35400,DN-1829,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12/8/09,N/A - From RDC,31-May-10,31-May-10,31-May-10,ARV,Adult,SCMS from RDC,MVI for over 50,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,112100,655785.0,5.85,0.1,"Cipla, Goa, India",No,3424.441305712492,See DN-1829 (ID#:82320),1413.87,567
8468,84564,113-ZW-T30,FPQ-4472,SO-35910,DN-1831,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,3/17/09,N/A - From RDC,28-May-10,31-May-10,31-May-10,ARV,Adult,SCMS from RDC,Cymbalta Capsule Delayed Release Particles 60 MG,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,47390,277231.5,5.85,0.1,"Cipla, Goa, India",Yes,7112,3833.17,543.37,364
8469,84565,106-HT-T30,FPQ-4384,SO-34650,DN-1833,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,19-May-10,19-May-10,19-May-10,ARV,Adult,SCMS from RDC,Faslodex monthly and Ibra,Efavirenz,Generic,600mg,Tablet,30,34080,161880.0,4.75,0.16,"Aurobindo Unit III, India",Yes,3318,23890.83,349.01,609
8470,84566,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,31-May-10,1-Jun-10,1-Jun-10,ARV,Adult,SCMS from RDC,VIT D3 -1000 MG,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14875,130305.0,8.76,0.15,Mylan (formerly Matrix) Nashik,No,3424.441305712492,See DN-1837 (ID#:83429),280.94,140
8471,84567,114-UG-T30,FPQ-5238,SO-36090,DN-1840,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,26-May-10,27-May-10,27-May-10,ARV,Adult,SCMS from RDC,promethazine,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,224400.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,2560,20654.81,483.81,65
8472,84568,106-HT-T30,FPQ-4384,SO-34640,DN-1842,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,2-Jun-10,9-Jun-10,9-Jun-10,ARV,Adult,SCMS from RDC,B!@,Stavudine,Generic,20mg,Capsule,60,168,240.24,1.43,0.02,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1842 (ID#:84007),0.52,130
8473,84569,114-UG-T30,FPQ-5239,SO-36130,DN-1856,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3/2/10,N/A - From RDC,30-Jun-10,22-Jun-10,22-Jun-10,ARV,Adult,SCMS from RDC,Prescription: Amethia Lo,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,700,6132.0,8.76,0.15,Hetero Unit III Hyderabad IN,No,3424.441305712492,See DN-1856 (ID#:82891),13.22,5
8474,84570,114-UG-T30,FPQ-5451,SO-36832,DN-1860,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/7/10,N/A - From RDC,30-Jun-10,22-Jun-10,22-Jun-10,ARV,Adult,SCMS from RDC,CITALOPRAM 10MG,Efavirenz,Generic,600mg,Tablet,30,17550,83362.5,4.75,0.16,Mylan (formerly Matrix) Nashik,Yes,1325,4600.45,179.73,534
8475,84571,104-CI-T30,FPQ-4659,SO-35590,DN-1868,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/8/09,N/A - From RDC,30-Jun-10,21-Jun-10,21-Jun-10,ARV,Pediatric,SCMS from RDC,Pantoprazole 40 mg daily; Coreg 12.5 mg  bid; venlafaxine ER 75 mg daily,Efavirenz,Generic,50mg,Capsule,30,1596,3575.04,2.24,0.07,"Aurobindo Unit III, India",No,3424.441305712492,See DN-1868 (ID#:83435),7.71,953
