,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count,Delivery Time,Shipment Cost,lat,long,db_cluster,Supply score
9243,85466,104-CI-T30,FPQ-13142,SO-47150,DN-3656,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,10/22/13,2006-05-02,2014-04-30,22-Apr-14,11-Jun-14,ARV,Pediatric,59,last night she took Vitamin C,Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,11000,61930.0,5.63,0.09,"Cipla, Patalganga, India",No,3424.441305712492,11103.234819296562,63.66,292,2920,0.00029475902591427286,24.25216005110323,62.08901659224073,0,11165.235114055587
9244,85467,110-ZM-T30,FPQ-13574,SO-47791,DN-3657,Zambia,PMO - US,From RDC,N/A - From RDC,0,1/16/14,2006-05-02,2014-04-08,18-Apr-14,22-May-14,ARV,Pediatric,59,Krill oil 500mg,Nevirapine,Generic,10mg/ml,Oral suspension,100,2000,2600.0,1.3,0.01,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,2.67,673,2898,0.0016211746425285004,17.46605305,78.38315469438473,1,11163.236440471204
9245,85468,114-UG-T30,FPQ-13108,SO-46873,DN-3661,Uganda,PMO - US,From RDC,N/A - From RDC,3,10/16/13,2006-05-02,2014-05-20,8-May-14,13-Jun-14,ARV,Adult,59,500mg tablet 2x per day.,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,114630,771459.9,6.73,0.11,Hetero Unit III Hyderabad IN,Yes,10166,4909.97,793.06,637,2940,4.213378170129493e-06,17.4064817,78.4848769,1,4972.970004213378
9246,85472,109-TZ-T30,FPQ-13566,SO-47651,DN-3674,Tanzania,PMO - US,From RDC,N/A - From RDC,3,1/15/14,2006-05-02,2014-06-30,24-Jun-14,21-Aug-14,ARV,Adult,59,AND ZINC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,50000,594500.0,11.89,0.4,"Cipla, Goa, India",Yes,5446,27804.65,611.15,419,2981,0.00010211035622475211,24.25216005110323,62.08901659224073,0,27866.650102110358
9247,85473,104-CI-T30,FPQ-13142,SO-47160,DN-3685,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,10/22/13,2006-05-02,2014-05-30,12-May-14,30-Jun-14,ARV,Adult,59,Ocrevus,Lamivudine,Generic,150mg,Tablet,60,1821,3168.54,1.74,0.03,"Micro labs, Verna, Goa, India",No,3424.441305712492,11103.234819296562,3.26,918,2950,0.0017805322817446465,24.25216005110323,62.08901659224073,0,11165.236599828844
9248,85474,109-TZ-T30,FPQ-12354,SO-45743,DN-3688,Tanzania,PMO - US,From RDC,N/A - From RDC,3,5/16/13,2006-05-02,2014-06-01,5-Jun-14,12-Jun-14,ARV,Adult,59,Synthroid. Protonix,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,151208,1590708.16,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,20501,13765.17,1967.71,63,2952,4.440498877026058e-06,17.4064817,78.4848769,1,13828.170004440499
9249,85475,111-MZ-T30,FPQ-13123,SO-47091,DN-3696,Mozambique,PMO - US,From RDC,N/A - From RDC,3,10/21/13,2006-05-02,2014-07-31,5-Sep-14,8-Sep-14,ARV,Adult,59,Restasis eye drop q12hr,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,12800,241920.0,18.9,0.16,ABBVIE Ludwigshafen Germany,Yes,2844,4853.84,248.69,909,3012,0.00013333553094233474,49.47470885,8.437682841085376,2,4917.840133335531
9250,85476,104-CI-T30,FPQ-10633,SO-43370,DN-3706,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,9/11/12,2006-05-02,2014-06-30,4-Jun-14,10-Jul-14,ARV,Adult,59,levothyroxine 75mcg,Efavirenz,Generic,600mg,Tablet,30,25000,83250.0,3.33,0.11,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296562,116.72,659,2981,0.00012969397140228005,24.25216005110323,62.08901659224073,0,11165.234948990534
9251,85477,151-NG-T30,FPQ-13293,SO-47284,DN-3719,Nigeria,PMO - US,From RDC,N/A - From RDC,1,11/19/13,2006-05-02,2014-06-30,9-May-14,23-May-14,ARV,Pediatric,59,nebivolol,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,85800,321750.0,3.75,0.06,Mylan (formerly Matrix) Nashik,Yes,5605,45180.63,330.76,95,2981,9.39483977218143e-05,24.25216005110323,62.08901659224073,0,45240.63009394839
9252,85478,104-CI-T30,FPQ-13142,SO-47152,DN-3731,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,10/22/13,2006-05-02,2014-06-16,16-Jun-14,10-Jul-14,ARV,Adult,59,Sertraline Hcl,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24765,200844.15,8.11,0.14,"Strides, Bangalore, India.",Yes,2751,11438.93,206.47,54,2967,0.00016790223594334913,24.25216005110323,62.08901659224073,0,11500.930167902236
9253,85480,114-UG-T30,FPQ-13108,SO-46871,DN-3736,Uganda,PMO - US,From RDC,N/A - From RDC,3,10/16/13,2006-05-02,2014-06-30,30-Jun-14,1-Jul-14,ARV,Adult,59,food grade Vit. D,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,212934,1758834.84,8.26,0.14,Hetero Unit III Hyderabad IN,Yes,27953,19248.7,1808.08,672,2981,3.233910280084143e-06,17.4064817,78.4848769,1,19311.70000323391
9254,85481,105-GY-T30,FPQ-14042,SO-48500,DN-3737,Guyana,PMO - US,From RDC,N/A - From RDC,0,4/9/14,2006-05-02,2014-06-30,3-Jun-14,18-Jul-14,ARV,Adult,59,Mult,Lamivudine,Generic,150mg,Tablet,60,574,998.76,1.74,0.03,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.03,67,2981,0.005648692134245646,17.46605305,78.38315469438473,1,11163.240467988697
9255,85483,111-MZ-T30,FPQ-13575,SO-47702,DN-3744,Mozambique,PMO - US,From RDC,N/A - From RDC,3,1/17/14,2006-05-02,2014-08-31,18-Jul-14,7-Aug-14,ARV,Adult,59,aromasin statin,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,165917,1788585.26,10.78,0.36,Hetero Unit III Hyderabad IN,Yes,45740,31113.19,1838.67,523,3043,4.099751130958718e-06,17.4064817,78.4848769,1,31176.19000409975
9256,85488,113-ZW-T30,FPQ-13508,SO-47530,DN-3780,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,12/24/13,2006-05-02,2014-07-30,11-Jul-14,4-Aug-14,ARV,Adult,59,Estradiol patch Pepcid,Nevirapine,Generic,200mg,Tablet,60,51747,116948.22,2.26,0.04,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296562,120.22,168,3011,6.265772479674185e-05,24.25216005110323,62.08901659224073,0,11165.234881954286
9257,85490,104-CI-T30,FPQ-13509,SO-47550,DN-3898,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,12/24/13,2006-05-02,2014-09-30,8-Sep-14,19-Sep-14,ARV,Pediatric,59,Epi Pen,Zidovudine,Generic,10mg/ml,Oral solution,240,3393,7125.3,2.1,0.01,"Cipla, Goa, India",Yes,1273,4783.36,7.32,118,3073,0.0011074415256770269,24.25216005110323,62.08901659224073,0,4845.361107441526
9258,85491,104-CI-T30,FPQ-13691,SO-47920,DN-3899,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,2/7/14,2006-05-02,2014-09-30,8-Sep-14,19-Sep-14,ARV,Pediatric,59,rouvastatin,Zidovudine,Generic,10mg/ml,Oral solution,240,7000,14700.0,2.1,0.01,"Cipla, Goa, India",Yes,2625,9868.54,15.11,110,3073,0.0005370634013605443,24.25216005110323,62.08901659224073,0,9927.540537063402
9259,85492,111-MZ-T30,FPQ-13124,SO-47055,DN-3873,Mozambique,PMO - US,From RDC,N/A - From RDC,3,10/21/13,2006-05-02,2015-02-01,13-Jan-15,21-Jan-15,ARV,Adult,59,vitamin supplement,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26512,172858.24,6.52,0.11,"Aurobindo Unit III, India",Yes,2381,5073.25,177.7,640,3197,8.036822516416298e-05,17.46605305,78.38315469438473,1,5136.250080368225
9260,85493,111-MZ-T30,FPQ-14226,SO-48883,DN-3875,Mozambique,PMO - US,From RDC,N/A - From RDC,3,5/2/14,2006-05-02,2014-12-31,30-Oct-14,7-Nov-14,ARV,Adult,59,Hydrochlorothiazid 25 mg; Asprin 81 mg,Efavirenz,Generic,600mg,Tablet,30,1040,3338.4,3.21,0.11,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296562,3.43,871,3165,0.003117643543324039,24.25216005110323,62.08901659224073,0,11165.237936940106
9261,85494,111-MZ-T30,FPQ-14226,SO-48883,DN-3875,Mozambique,PMO - US,From RDC,N/A - From RDC,3,5/2/14,2006-05-02,2014-12-31,30-Oct-14,7-Nov-14,ARV,Adult,59,ometrosval,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,18886,203591.08,10.78,0.36,"Aurobindo Unit VII, IN",No,3424.441305712492,11103.234819296562,209.29,956,3165,0.00017168004262718424,24.25216005110323,62.08901659224073,0,11165.234990976605
9262,85496,151-NG-T30,FPQ-13293,SO-47285,DN-3791,Nigeria,PMO - US,From RDC,N/A - From RDC,1,11/19/13,2006-05-02,2014-06-30,20-Jun-14,25-Jun-14,ARV,Adult,59,Non,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,19573,264626.96,13.52,0.45,"Cipla, Patalganga, India",Yes,1947,28812.57,272.04,353,2981,0.000756064157749461,24.25216005110323,62.08901659224073,0,28872.570756064157
9263,85497,151-NG-T30,FPQ-13293,SO-47286,DN-3792,Nigeria,PMO - US,From RDC,N/A - From RDC,1,11/19/13,2006-05-02,2014-06-30,20-Jun-14,25-Jun-14,ARV,Adult,59,Inderal 20mg,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,34000,221680.0,6.52,0.11,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,227.89,456,2981,9.536321426638239e-05,17.4064817,78.4848769,1,11164.234914659775
9264,85499,102-BI-T30,FPQ-14112,SO-48600,DN-3797,Burundi,PMO - US,From RDC,N/A - From RDC,0,4/18/14,2006-05-02,2014-08-30,5-Sep-14,18-Sep-14,ARV,Adult,59,Metformin; Lisinopril; calcium,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,200,4008.0,20.04,0.17,Mylan (formerly Matrix) Nashik,Yes,53,1621.53,4.12,195,3042,0.1529745283018868,24.25216005110323,62.08901659224073,0,1680.6829745283019
9265,85500,107-RW-T30,FPQ-14111,SO-48771,DN-3802,Rwanda,PMO - US,From RDC,N/A - From RDC,3,4/22/14,2006-05-02,2014-09-30,16-Jul-14,21-Jul-14,ARV,Pediatric,59,Omperazole,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,1419,6385.5,4.5,0.08,"Aurobindo Unit III, India",Yes,71,961.06,6.56,310,3073,0.00953915175336728,17.46605305,78.38315469438473,1,1024.0695391517534
9266,85501,104-CI-T30,FPQ-13628,SO-47880,DN-3803,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,1/29/14,2006-05-02,2014-11-28,9-Jul-14,7-Aug-14,ARV,Pediatric,59,synthoid.,Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,2863,11709.67,4.09,0.07,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,12.04,720,3132,0.0011325006234917923,24.25216005110323,62.08901659224073,0,11165.235951797185
9267,85502,151-NG-T30,FPQ-14156,SO-48901,DN-3807,Nigeria,PMO - US,From RDC,N/A - From RDC,1,4/25/14,2006-05-02,2014-10-31,20-Jun-14,25-Jun-14,ARV,Adult,59,D3(1000),Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,7354,34122.56,4.64,0.15,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,35.08,594,3104,0.0004408960137417733,17.4064817,78.4848769,1,11164.235260192576
9268,85503,109-TZ-T30,FPQ-13042,SO-46675,DN-3812,Tanzania,PMO - US,From RDC,N/A - From RDC,3,10/1/13,2006-05-02,2014-08-29,23-Sep-14,24-Nov-14,ARV,Pediatric,59,ToPromax,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,17000,63410.0,3.73,0.06,Mylan (formerly Matrix) Nashik,Yes,931,6002.0,78.44,845,3041,0.00037922537436027045,24.25216005110323,62.08901659224073,0,6064.000379225375
9269,85504,105-GY-T30,FPQ-13567,SO-47741,DN-3816,Guyana,PMO - US,From RDC,N/A - From RDC,0,1/16/14,2006-05-02,2014-07-21,25-Aug-14,8-Sep-14,ARV,Adult,59,Pre-natal Vitamin,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,2158,12386.92,5.74,0.19,"Aurobindo Unit III, India",Yes,196,3009.33,12.73,187,3002,0.007114793554122298,17.46605305,78.38315469438473,1,3069.337114793554
9270,85505,111-MZ-T30,FPQ-14226,SO-48881,DN-3818,Mozambique,PMO - US,From RDC,N/A - From RDC,3,5/2/14,2006-05-02,2014-12-31,15-Aug-14,25-Aug-14,ARV,Adult,59,BLOOD THINNER (UNKNOWN NAME),Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,5768,24917.76,4.32,0.07,Hetero Unit III Hyderabad IN,Yes,592,598.91,25.62,742,3165,0.00017539394890729842,17.4064817,78.4848769,1,661.9101753939489
9271,85506,110-ZM-T30,FPQ-13692,SO-48000,DN-3819,Zambia,PMO - US,From RDC,N/A - From RDC,3,2/6/14,2006-05-02,2014-07-31,23-Jul-14,28-Aug-14,ARV,Adult,59,Insulin (glargine and aspart),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,352500,3799950.0,10.78,0.36,Hetero Unit III Hyderabad IN,Yes,82137,67855.39,3906.35,478,3012,2.343615669962233e-06,17.4064817,78.4848769,1,67918.39000234361
9272,85507,110-ZM-T30,FPQ-13692,SO-48000,DN-3819,Zambia,PMO - US,From RDC,N/A - From RDC,3,2/6/14,2006-05-02,2014-07-31,23-Jul-14,28-Aug-14,ARV,Adult,59,lansoprazole,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,106280,1145698.4,10.78,0.36,"Aurobindo Unit VII, IN",No,3424.441305712492,11103.234819296562,1177.78,831,3012,3.0507614650517513e-05,24.25216005110323,62.08901659224073,0,11165.234849804177
9273,85508,113-ZW-T30,FPQ-13508,SO-47540,DN-3825,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,12/24/13,2006-05-02,2014-09-30,29-Jun-14,4-Aug-14,ARV,Adult,59,OTC Tylenol,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,75701,350495.63,4.63,0.15,"Cipla, Kurkumbh, India",No,3424.441305712492,11103.234819296562,360.31,768,3073,4.283099675112616e-05,24.25216005110323,62.08901659224073,0,11165.234862127558
9274,85509,111-MZ-T30,FPQ-13124,SO-47050,DN-3827,Mozambique,PMO - US,From RDC,N/A - From RDC,3,10/21/13,2006-05-02,2014-08-29,25-Aug-14,28-Aug-14,ARV,Adult,59,Aspirin (81mg),Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,150000,1216500.0,8.11,0.14,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,1250.56,697,3041,2.1615661900380008e-05,24.25216005110323,62.08901659224073,0,11165.234840912224
9275,85510,111-MZ-T30,FPQ-12416,SO-45899,DN-3829,Mozambique,PMO - US,From RDC,N/A - From RDC,3,6/28/13,2006-05-02,2014-08-29,30-Oct-14,13-Nov-14,ARV,Adult,59,Buspar,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9784,63791.68,6.52,0.11,"Aurobindo Unit III, India",Yes,884,684.86,78.91,989,3041,7.918320797090457e-05,17.46605305,78.38315469438473,1,747.860079183208
9276,85511,101-CD-T30,FPQ-14252,SO-48850,DN-3843,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,0,5/7/14,2006-05-02,2014-08-13,24-Sep-14,6-Nov-14,ARV,Pediatric,59,junel fe,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,900,1791.0,1.99,0.03,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,1.84,720,3025,0.003602610316730001,24.25216005110323,62.08901659224073,0,11162.238421906879
9277,85518,111-MZ-T30,FPQ-13124,SO-47053,DN-3864,Mozambique,PMO - US,From RDC,N/A - From RDC,3,10/21/13,2006-05-02,2014-08-29,27-Oct-14,7-Nov-14,ARV,Adult,59,Nexium.,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15000,97800.0,6.52,0.11,"Aurobindo Unit III, India",Yes,15659,10925.34,100.54,208,3041,4.6513570470655855e-05,17.46605305,78.38315469438473,1,10988.340046513571
9278,85519,111-MZ-T30,FPQ-13394,SO-47462,DN-3866,Mozambique,PMO - US,From RDC,N/A - From RDC,3,12/9/13,2006-05-02,2014-08-29,27-Oct-14,7-Nov-14,ARV,Adult,59,Pureed texture NX: ICE CREAM (EXTRA DESSERT)  two times a day @ LUNCH AND DINNER PROSTAT SUGAR FREE  Give 30 cc orally two times a day for SUPPLEMENT WITH MEDPASS TO PROVIDE 30GRAMS PROTEIN AND 200CNX: HEALTHSHAKE 4OZ. PO  thre,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,33922,275107.42,8.11,0.14,"Cipla, Goa, India",Yes,16611,11223.8,282.81,964,3041,1.9918777996262365e-05,24.25216005110323,62.08901659224073,0,11285.800019918777
9279,85520,109-TZ-T30,FPQ-13042,SO-46702,DN-3868,Tanzania,PMO - US,From RDC,N/A - From RDC,3,10/1/13,2006-05-02,2014-08-29,29-Sep-14,6-Oct-14,ARV,Pediatric,59,estroven+energy max strength,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,57859,215814.07,3.73,0.06,Mylan (formerly Matrix) Nashik,Yes,3090,17858.3,266.96,759,3041,9.988740063375808e-05,24.25216005110323,62.08901659224073,0,17920.3000998874
9280,85521,111-MZ-T30,FPQ-13394,SO-47460,DN-3872,Mozambique,PMO - US,From RDC,N/A - From RDC,3,12/9/13,2006-05-02,2014-09-30,27-Oct-14,7-Nov-14,ARV,Adult,59,by 25 mg,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,90000,729900.0,8.11,0.14,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,750.34,922,3073,3.602610316730001e-05,17.4064817,78.4848769,1,11166.234855322666
9281,85523,151-NG-T30,FPQ-13704,SO-48320,DN-3918,Nigeria,PMO - US,From RDC,N/A - From RDC,1,2/13/14,2006-05-02,2014-09-30,3-Sep-14,5-Sep-14,ARV,Adult,59,Metoprolol 12.5mg,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15485,104214.05,6.73,0.11,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,107.13,379,3073,0.00020938645689744923,24.25216005110323,62.08901659224073,0,11163.235028683019
9282,85527,109-TZ-T30,FPQ-13042,SO-47960,DN-3926,Tanzania,PMO - US,From RDC,N/A - From RDC,3,10/1/13,2006-05-02,2014-11-03,28-Oct-14,31-Oct-14,ARV,Adult,59,and vit c/e/zn/coppr/lutein/zeaxan.,Abacavir,Generic,300mg,Tablet,60,2469,27726.87,11.23,0.19,Mylan (formerly Matrix) Nashik,Yes,230,1163.2,34.3,940,3107,0.0020483561378484513,24.25216005110323,62.08901659224073,0,1225.202048356138
9283,85528,101-CD-T30,FPQ-14576,SO-49300,DN-3927,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,0,7/14/14,2006-05-02,2014-10-30,27-Oct-14,12-Nov-14,ARV,Pediatric,59,Losartan1 per day,Efavirenz,Generic,200mg,Tablet,90,710,6624.3,9.33,0.1,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296562,6.81,485,3103,0.0045666891338831,24.25216005110323,62.08901659224073,0,11162.239385985697
9284,85529,109-TZ-T30,FPQ-13566,SO-47650,DN-3933,Tanzania,PMO - US,From RDC,N/A - From RDC,3,1/15/14,2006-05-02,2014-11-03,17-Oct-14,7-Nov-14,ARV,Adult,59,Hydralazine,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,17851,212248.39,11.89,0.4,"Cipla, Goa, India",Yes,2117,1663.18,218.19,192,3107,4.401045371983967e-05,24.25216005110323,62.08901659224073,0,1725.1800440104537
9285,85530,114-UG-T30,FPQ-14396,SO-48960,DN-3936,Uganda,PMO - US,From RDC,N/A - From RDC,0,6/4/14,2006-05-02,2014-09-30,1-Oct-14,21-Oct-14,ARV,Adult,59,Oxycodone 5-20 mg every 3 hours PRN pain,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,3273,44250.96,13.52,0.45,"Cipla, Patalganga, India",Yes,389,2786.61,45.49,483,3073,0.0021886715095935667,24.25216005110323,62.08901659224073,0,2845.6121886715096
9286,85531,901-NA-T30,FPQ-14742,SO-49520,DN-3923,Namibia,PMO - US,From RDC,N/A - From RDC,0,7/30/14,2006-05-02,2014-10-08,21-Oct-14,22-Oct-14,ARV,Adult,59,lamictal,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,54147,643807.83,11.89,0.4,"Cipla, Goa, India",Yes,6425,35476.0,661.83,713,3081,0.00010197345042631103,24.25216005110323,62.08901659224073,0,35535.00010197345
9287,85534,109-TZ-T30,FPQ-13566,SO-47655,DN-3964,Tanzania,PMO - US,From RDC,N/A - From RDC,3,1/15/14,2006-05-02,2014-11-28,19-Nov-14,20-Nov-14,ARV,Pediatric,59,Ibuprofen 400 mg to help with the vaccine taken the night before. Was given 2 shots of epi,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,34374,73904.1,2.15,0.04,"Cipla, Goa, India",Yes,2346,1462.81,75.97,958,3132,1.8139689135372692e-05,24.25216005110323,62.08901659224073,0,1524.8100181396892
9288,85536,110-ZM-T30,FPQ-14162,SO-48681,DN-3984,Zambia,PMO - US,From RDC,N/A - From RDC,3,4/24/14,2006-05-02,2015-01-30,19-Feb-15,20-Feb-15,ARV,Adult,59,Duolextine,Nevirapine,Generic,200mg,Tablet,60,41768,92307.28,2.21,0.04,"Strides, Bangalore, India.",Yes,2599,3427.33,94.89,192,3195,3.157228123704114e-05,24.25216005110323,62.08901659224073,0,3489.3300315722813
9289,85539,113-ZW-T30,FPQ-14458,SO-49171,DN-3974,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,6/13/14,2006-05-02,2015-01-31,30-Oct-14,7-Nov-14,ARV,Adult,59,Claritin. Fish oil,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,6,0.0,0.0,0.0,Cipla Ltd A-42 MIDC Mahar. IN,No,3424.441305712492,11103.234819296562,0.0,153,3196,0.5403915475095001,24.25216005110323,62.08901659224073,0,11165.77521084407
9290,85541,114-UG-T30,FPQ-14396,SO-49020,DN-4007,Uganda,PMO - US,From RDC,N/A - From RDC,3,6/4/14,2006-05-02,2014-10-31,25-Nov-14,28-Nov-14,ARV,Adult,59,Ibuprofen 800 mg PRN,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,5403,73048.56,13.52,0.45,Mylan (formerly Matrix) Nashik,Yes,490,2016.1,75.09,919,3104,0.0007615194884172436,24.25216005110323,62.08901659224073,0,2078.1007615194885
9291,85542,104-CI-T30,FPQ-13628,SO-47912,DN-4024,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,1/29/14,2006-05-02,2015-01-30,11-Feb-15,16-Feb-15,ARV,Adult,59,Norethidrone. 35 mg qhs,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,50700,391404.0,7.72,0.13,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,402.36,257,3195,6.395166242715978e-05,24.25216005110323,62.08901659224073,0,11165.234883248224
9292,85547,104-CI-T30,FPQ-13628,SO-47900,DN-4039,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,3,1/29/14,2006-05-02,2015-01-30,11-Feb-15,16-Feb-15,ARV,Adult,59,Elderberry,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,2000,26980.0,13.49,0.45,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296562,27.74,110,3195,0.0016211746425285004,24.25216005110323,62.08901659224073,0,11165.236440471204
9293,85551,110-ZM-T30,FPQ-14162,SO-48680,DN-4082,Zambia,PMO - US,From RDC,N/A - From RDC,3,4/24/14,2006-05-02,2015-01-30,19-Feb-15,20-Feb-15,ARV,Adult,59,VALTREX,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1846,12183.6,6.6,0.11,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,12.52,638,3195,0.0017564188976473463,17.4064817,78.4848769,1,11166.23657571546
9294,85554,151-NG-T30,FPQ-14156,SO-48893,DN-4098,Nigeria,PMO - US,From RDC,N/A - From RDC,1,4/25/14,2006-05-02,2015-01-30,14-Jan-15,20-Jan-15,ARV,Adult,59,levothyroxine .88 x 1,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24000,185280.0,7.72,0.13,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296562,190.47,759,3195,0.00013509788687737504,17.4064817,78.4848769,1,11164.23495439445
9295,85555,102-ZW-T30,FPQ-13991,SO-48490,DN-4113,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,4/1/14,2006-05-02,2015-02-16,4-Feb-15,16-Feb-15,ARV,Adult,59,high sodium,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,19913,268626.37,13.49,0.45,"Cipla, Patalganga, India",Yes,1828,1955.17,276.15,532,3212,5.371203905478987e-05,24.25216005110323,62.08901659224073,0,2017.1700537120391
9296,85556,103-ZW-T30,FPQ-13967,SO-48460,DN-4114,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,4/2/14,2006-05-02,2015-02-16,4-Feb-15,16-Feb-15,ARV,Pediatric,59,Cryselle,Efavirenz,Generic,200mg,Capsule,90,3969,17542.98,4.42,0.05,"Micro labs, Verna, Goa, India",Yes,561,251.42,18.03,401,3212,0.00011291609797678891,24.25216005110323,62.08901659224073,0,313.42011291609793
